source,target,mor
ETV6/RUNX1,hsa-miR-181a-1-3p,-1
MAPK/MK2,hsa-miR-34c-3p,1
N1ICD,hsa-miR-143-3p,1
N1ICD,hsa-miR-145-3p,1
NF-Y,hsa-miR-130b-3p,1
NF-Y,hsa-miR-17-3p,1
NF-Y,hsa-miR-181a-3p,1
NF-Y,hsa-miR-181b-3p,1
NF-Y,hsa-miR-21-3p,1
NF-Y,hsa-miR-301b-3p,1
PDGF,hsa-miR-221-3p,1
PDGF-B,hsa-miR-29a-3p,-1
RAS/ERK,hsa-miR-21-3p,1
SMG-1,hsa-miR-155-3p,1
calcineurin,hsa-miR-133a-3p,-1
calcineurin,hsa-miR-133b-3p,-1
SRF,hsa-miR-210-5p,1
MYOG,hsa-miR-133a-1-5p,1
MYOG,hsa-miR-133a-2-5p,1
MYOG,hsa-miR-133b-5p,1
MYOG,hsa-miR-206-5p,1
NAB2,hsa-miR-142-5p,-1
NANOG,hsa-miR-17-5p,1
NANOG,hsa-miR-18a-5p,1
NANOG,hsa-miR-19a-5p,1
NANOG,hsa-miR-19b-1-5p,1
NANOG,hsa-miR-20a-5p,1
NANOG,hsa-miR-302a-5p,1
NANOG,hsa-miR-302b-5p,1
NANOG,hsa-miR-302c-5p,1
NANOG,hsa-miR-302d-5p,1
NANOG,hsa-miR-367-5p,1
NANOG,hsa-miR-92a-1-5p,1
NCOR1,hsa-miR-122-5p,-1
NCOR1,hsa-miR-200c-5p,-1
NCOR1,hsa-miR-30d-5p,-1
NCOR2,hsa-miR-122-5p,-1
NEUROD1,hsa-miR-7a-2-5p,1
NEUROG3,hsa-miR-7a-2-5p,1
MYOG,hsa-miR-133a-5p,1
MYOG,hsa-miR-1-5p,1
MYOD1,hsa-miR-378-5p,1
MYOD1,hsa-miR-22-5p,1
MYCN,hsa-miR-93-5p,1
MYCN,hsa-miR-96-5p,-1
MYF5,hsa-miR-1-5p,1
MYF5,hsa-miR-133a-5p,1
MYF5,hsa-miR-206-5p,1
MYOCD,hsa-miR-1-1-5p,1
MYOCD,hsa-miR-1-2-5p,1
MYOCD,hsa-miR-143-5p,1
MYOCD,hsa-miR-145-5p,1
NF1,hsa-miR-217-5p,1
MYOD1,hsa-miR-1-5p,1
MYOD1,hsa-miR-1-1-5p,1
MYOD1,hsa-miR-1-2-5p,1
MYOD1,hsa-miR-133a-5p,1
MYOD1,hsa-miR-150-5p,1
MYOD1,hsa-miR-182-5p,1
MYOD1,hsa-miR-206-5p,1
MYOCD,hsa-miR-206-5p,1
MYCN,hsa-miR-92b-5p,1
NFATC1,hsa-miR-125a-5p,-1
NFATC1,hsa-miR-9-1-5p,1
NFE2L2,hsa-miR-29b-1-5p,1
NFE2L2,hsa-miR-29b-2-5p,1
NFE2L2,hsa-miR-29c-5p,1
NFE2L2,hsa-miR-93-5p,-1
NFIA,hsa-miR-223-5p,-1
NFIB,hsa-miR-21-5p,-1
NFKB1,hsa-let-7a-3-5p,1
NFKB1,hsa-let-7b-5p,1
NFKB1,hsa-miR-100-5p,1
NFKB1,hsa-miR-10b-5p,-1
NFKB1,hsa-miR-125b-5p,-1
NFKB1,hsa-miR-125b-1-5p,1
NFKB1,hsa-miR-127-5p,1
NFKB1,hsa-miR-1276-5p,-1
NFKB1,hsa-miR-1286-5p,1
NFKB1,hsa-miR-130a-5p,1
NFE2L2,hsa-miR-29b-5p,1
NFE2L2,hsa-miR-29a-5p,1
NFE2L2,hsa-miR-25-5p,-1
NFATC3,hsa-miR-199b-5p,1
NFATC3,hsa-miR-23a-5p,1
NFATC3,hsa-miR-24-2-5p,1
NFATC3,hsa-miR-26a-1-5p,-1
NFATC3,hsa-miR-26a-2-5p,-1
NFATC3,hsa-miR-26b-5p,-1
NFATC3,hsa-miR-27a-5p,1
NFE2,hsa-miR-196b-5p,1
NFE2,hsa-miR-423-5p,1
NFE2L2,hsa-miR-1-5p,-1
NFATC1,hsa-miR-374b-5p,1
NFE2L2,hsa-miR-106b-5p,-1
NFE2L2,hsa-miR-125b-1-5p,1
NFE2L2,hsa-miR-125b-2-5p,1
NFE2L2,hsa-miR-126-5p,1
NFE2L2,hsa-miR-140-5p,1
NFE2L2,hsa-miR-146a-5p,1
NFE2L2,hsa-miR-206-5p,-1
NFE2L2,hsa-miR-214-5p,-1
MYCN,hsa-miR-92a-2-5p,1
MYCN,hsa-miR-92a-1-5p,1
MYCN,hsa-miR-92a-5p,1
MYC,hsa-miR-29b-1-5p,-1
MYC,hsa-miR-29b-2-5p,-1
MYC,hsa-miR-29c-5p,-1
MYC,hsa-miR-30a-5p,-1
MYC,hsa-miR-30b-5p,-1
MYC,hsa-miR-30d-5p,-1
MYC,hsa-miR-32-5p,1
MYC,hsa-miR-34a-5p,-1
MYC,hsa-miR-371a-5p,1
MYC,hsa-miR-371b-5p,1
MYC,hsa-miR-372-5p,1
MYC,hsa-miR-373-5p,1
MYC,hsa-miR-451-5p,-1
MYC,hsa-miR-497-5p,-1
MYC,hsa-miR-548m-5p,-1
MYC,hsa-miR-7-1-5p,1
MYC,hsa-miR-9-5p,1
MYC,hsa-miR-9-2-5p,1
MYC,hsa-miR-92a-5p,1
MYC,hsa-miR-29b-5p,-1
MYC,hsa-miR-29a-5p,-1
MYC,hsa-miR-23a-5p,-1
MYC,hsa-miR-23b-5p,-1
MYC,hsa-miR-24-2-5p,1
MYC,hsa-miR-25-5p,-1
MYC,hsa-miR-26a-5p,-1
MYC,hsa-miR-93-5p,-1
MYC,hsa-miR-26a-1-5p,-1
MYC,hsa-miR-26a-2-5p,-1
MYC,hsa-miR-26b-5p,-1
MYC,hsa-miR-27a-5p,1
MYC,hsa-miR-28-5p,-1
MYCN,hsa-miR-106a-5p,1
MYCN,hsa-miR-20b-5p,1
MYCN,hsa-miR-2110-5p,1
MYCN,hsa-miR-221-5p,1
MYCN,hsa-miR-24-1-5p,-1
MYCN,hsa-miR-24-2-5p,-1
MYCN,hsa-miR-25-5p,1
MYCN,hsa-miR-27a-5p,-1
MYCN,hsa-miR-27b-5p,-1
MYCN,hsa-miR-296-5p,-1
MYCN,hsa-miR-320a-5p,1
MYCN,hsa-miR-20a-5p,1
MYCN,hsa-miR-330-5p,1
MYCN,hsa-miR-33a-5p,-1
MYCN,hsa-miR-345-5p,-1
MYCN,hsa-miR-363-5p,1
MYCN,hsa-miR-4295-5p,1
MYCN,hsa-miR-7-1-5p,1
MYCN,hsa-miR-7-2-5p,1
MYCN,hsa-miR-760-5p,1
MYCN,hsa-miR-887-5p,1
MYCN,hsa-miR-9-3-5p,1
MYCN,hsa-miR-335-5p,-1
MYCN,hsa-miR-19b-5p,1
MYCN,hsa-miR-106b-5p,1
MYCN,hsa-miR-124-1-5p,-1
MYCN,hsa-miR-124-3-5p,-1
MYCN,hsa-miR-1268a-5p,-1
MYCN,hsa-miR-1268b-5p,-1
MYCN,hsa-miR-1307-5p,1
MYCN,hsa-miR-17-5p,1
MYCN,hsa-miR-181a-1-5p,1
MYCN,hsa-miR-181a-2-5p,1
MYCN,hsa-miR-19b-2-5p,1
MYCN,hsa-miR-181b-1-5p,1
MYCN,hsa-miR-181d-5p,1
MYCN,hsa-miR-182-5p,-1
MYCN,hsa-miR-183-5p,-1
MYCN,hsa-miR-18a-5p,1
MYCN,hsa-miR-18b-5p,1
MYCN,hsa-miR-19a-5p,1
MYCN,hsa-miR-181b-2-5p,1
MYC,hsa-miR-222-5p,-1
NFKB1,hsa-miR-136-5p,1
NFKB1,hsa-miR-146a-5p,1
POU5F1,hsa-miR-130b-5p,1
POU5F1,hsa-miR-142-5p,-1
POU5F1,hsa-miR-145-5p,-1
POU5F1,hsa-miR-301a-5p,1
POU5F1,hsa-miR-301b-5p,1
POU5F1,hsa-miR-302a-5p,1
POU5F1,hsa-miR-302b-5p,1
POU5F1,hsa-miR-302c-5p,1
POU5F1,hsa-miR-302d-5p,1
POU5F1,hsa-miR-367-5p,1
POU5F1,hsa-miR-454-5p,1
PPARA,hsa-miR-199a-2-5p,1
POU5F1,hsa-miR-130a-5p,1
POU5F1,hsa-miR-125b-1-5p,1
POU5F1,hsa-miR-1246-5p,1
POU2F2,hsa-miR-198-5p,-1
PBX2,hsa-miR-222-5p,1
PCGF2,hsa-miR-205-5p,1
PDGFA,hsa-miR-1274b-5p,1
PDGFA,hsa-miR-138-5p,1
PDLIM7,hsa-miR-10b-5p,1
PELP1,hsa-miR-141-5p,-1
PELP1,hsa-miR-200a-5p,-1
PELP1,hsa-miR-200b-5p,-1
PELP1,hsa-miR-200c-5p,-1
PELP1,hsa-miR-429-5p,-1
PIM1,hsa-miR-17-5p,1
PIM1,hsa-miR-18a-5p,1
PIM1,hsa-miR-19b-1-5p,1
PIM1,hsa-miR-20a-5p,1
PIM1,hsa-miR-92a-1-5p,1
PITX2,hsa-miR-1-5p,-1
PKM,hsa-miR-124-5p,1
PKM,hsa-miR-205-5p,-1
PLK1,hsa-miR-141-5p,-1
PLK1,hsa-miR-200c-5p,-1
POU2F1,hsa-let-7g-5p,1
POU2F1,hsa-miR-451-5p,1
POU2F1,hsa-miR-542-5p,1
PIM1,hsa-miR-19a-5p,1
PBX2,hsa-miR-221-5p,1
PPARA,hsa-miR-200c-5p,1
PPARA,hsa-miR-214-5p,1
PTEN,hsa-miR-302b-5p,1
PTEN,hsa-miR-302c-5p,1
PTEN,hsa-miR-302d-5p,1
PTEN,hsa-miR-302f-5p,1
PTPN1,hsa-miR-122-5p,-1
RARA,hsa-miR-143-5p,1
RARA,hsa-miR-145-5p,1
RARA,hsa-miR-302b-5p,1
RBBP5,hsa-miR-146a-5p,1
RBBP5,hsa-miR-155-5p,1
RBPJ,hsa-miR-221-5p,-1
RBPJ,hsa-miR-222-5p,-1
REL,hsa-miR-15b-5p,1
REL,hsa-miR-21-5p,1
RELA,hsa-let-7e-5p,1
RELA,hsa-miR-100-5p,1
RELA,hsa-miR-105-5p,-1
RELA,hsa-miR-125a-5p,1
RELA,hsa-miR-125b-1-5p,1
RELA,hsa-miR-130a-5p,1
PTEN,hsa-miR-302a-5p,1
PTEN,hsa-miR-25-5p,1
PTEN,hsa-miR-22-5p,1
PPARA,hsa-miR-301a-5p,1
PPARA,hsa-miR-454-5p,1
PPARG,hsa-miR-122-5p,1
PPARG,hsa-miR-125b-5p,1
PPARG,hsa-miR-142-5p,1
PPARG,hsa-miR-145-5p,1
PPARG,hsa-miR-21-5p,-1
PPARG,hsa-miR-29b-5p,1
PPARG,hsa-miR-613-5p,-1
PRDM1,hsa-let-7c-5p,-1
PRDM1,hsa-miR-125b-5p,-1
PRDM1,hsa-miR-21-5p,-1
PRDM1,hsa-miR-222-5p,-1
PRDM1,hsa-miR-223-5p,-1
PRKCA,hsa-miR-15a-5p,-1
PRMT5,hsa-miR-96-5p,-1
PROX1,hsa-miR-9-2-5p,1
PRDM1,hsa-miR-101-5p,-1
PBX1,hsa-miR-21-5p,1
PBX1,hsa-miR-196b-5p,1
PAX8,hsa-miR-146b-5p,1
NFKB1,hsa-miR-23b-5p,-1
NFKB1,hsa-miR-24-1-5p,-1
NFKB1,hsa-miR-2467-5p,1
NFKB1,hsa-miR-27b-5p,-1
NFKB1,hsa-miR-2909-5p,1
NFKB1,hsa-miR-29a-5p,-1
NFKB1,hsa-miR-29b-5p,-1
NFKB1,hsa-miR-29b-1-5p,-1
NFKB1,hsa-miR-29c-5p,-1
NFKB1,hsa-miR-301a-5p,1
NFKB1,hsa-miR-30b-5p,-1
NFKB1,hsa-miR-30c-5p,1
NFKB1,hsa-miR-30c-2-5p,1
NFKB1,hsa-miR-3200-5p,-1
NFKB1,hsa-miR-340-5p,-1
NFKB1,hsa-miR-34a-5p,1
NFKB1,hsa-miR-3620-5p,-1
NFKB1,hsa-miR-365-5p,1
NFKB1,hsa-miR-424-5p,-1
NFKB1,hsa-miR-425-5p,1
NFKB1,hsa-miR-224-5p,1
NFKB1,hsa-miR-219a-1-5p,-1
NFKB1,hsa-miR-214-5p,-1
NFKB1,hsa-miR-210-5p,1
NFKB1,hsa-miR-146b-5p,1
NFKB1,hsa-miR-148a-5p,1
NFKB1,hsa-miR-150-5p,1
NFKB1,hsa-miR-155-5p,1
NFKB1,hsa-miR-429-5p,1
NFKB1,hsa-miR-1908-5p,-1
NFKB1,hsa-miR-199a-2-5p,-1
NFKB1,hsa-miR-200a-5p,1
NFKB1,hsa-miR-200b-5p,1
NFKB1,hsa-miR-21-5p,1
NFKB1,hsa-miR-17-5p,-1
NFKB1,hsa-miR-4454-5p,1
NFKB1,hsa-miR-448-5p,-1
NFKB1,hsa-miR-4485-5p,-1
NR1H3,hsa-miR-206-5p,-1
NR1H4,hsa-miR-122-5p,1
NR1H4,hsa-miR-144-5p,1
NR1H4,hsa-miR-199a-5p,-1
NR1H4,hsa-miR-29a-5p,1
NR1H4,hsa-miR-34a-5p,-1
NR1H4,hsa-miR-451-5p,1
NR2E1,hsa-miR-137-5p,-1
NR3C2,hsa-miR-186-5p,1
NR1H3,hsa-miR-130a-5p,1
NR3C2,hsa-miR-338-5p,1
NR5A2,hsa-miR-200c-5p,1
NSUN2,hsa-miR-125b-2-5p,-1
OGG1,hsa-miR-125b-2-5p,1
OGG1,hsa-miR-133b-5p,1
ONECUT1,hsa-miR-122-5p,1
PAX4,hsa-miR-144-5p,-1
PAX4,hsa-miR-451-5p,-1
PAX5,hsa-miR-15a-5p,-1
PAX5,hsa-miR-16-1-5p,-1
PAX5,hsa-miR-648-5p,1
PAX6,hsa-miR-135b-5p,1
NR3C2,hsa-miR-95-5p,1
NR1H2,hsa-miR-145-5p,1
NOTCH3,hsa-miR-223-5p,1
NFKB1,hsa-miR-449c-5p,1
NFKB1,hsa-miR-494-5p,1
NFKB1,hsa-miR-502-5p,1
NFKB1,hsa-miR-503-5p,-1
NFKB1,hsa-miR-506-5p,-1
NFKB1,hsa-miR-509-5p,1
NFKB1,hsa-miR-548d-5p,-1
NFKB1,hsa-miR-9-5p,1
NFKB1,hsa-miR-9-1-5p,1
NR1H2,hsa-miR-143-5p,1
NFKB2,hsa-miR-221-5p,1
NKX2-1,hsa-miR-32-5p,1
NKX2-1,hsa-miR-33a-5p,1
NKX2-5,hsa-miR-143-5p,1
NKX2-5,hsa-miR-145-5p,1
NKX2-5,hsa-miR-17-5p,1
NKX2-5,hsa-miR-18a-5p,1
NKX2-5,hsa-miR-19a-5p,1
NKX2-5,hsa-miR-19b-5p,1
NKX2-5,hsa-miR-20a-5p,1
NKX2-5,hsa-miR-92a-5p,1
NOTCH1,hsa-miR-223-5p,1
NFYA,hsa-miR-33a-5p,-1
RELA,hsa-miR-132-5p,1
MYC,hsa-miR-221-5p,-1
MYC,hsa-miR-22-5p,1
JMJD1C,hsa-miR-302b-5p,1
JMJD1C,hsa-miR-302c-5p,1
JMJD1C,hsa-miR-302d-5p,1
JMJD1C,hsa-miR-367-5p,1
JUN,hsa-miR-106b-5p,1
JUN,hsa-miR-127-5p,-1
JUN,hsa-miR-135b-5p,1
JUN,hsa-miR-139-5p,1
JUN,hsa-miR-141-5p,-1
JUN,hsa-miR-144-5p,1
JUN,hsa-miR-146a-5p,1
JUN,hsa-miR-184-5p,-1
JUN,hsa-miR-18b-5p,1
JUN,hsa-miR-200a-5p,-1
JUN,hsa-miR-200b-5p,-1
JUN,hsa-miR-200c-5p,-1
JUN,hsa-miR-203-5p,-1
JUN,hsa-miR-21-5p,1
JUN,hsa-miR-221-5p,1
JUN,hsa-miR-222-5p,1
JMJD1C,hsa-miR-302a-5p,1
JAG1,hsa-miR-145-5p,1
JAG1,hsa-miR-143-5p,1
ITGB3,hsa-miR-150-5p,-1
IL1B,hsa-miR-146a-5p,1
IL1B,hsa-miR-21-5p,1
IL1B,hsa-miR-9-5p,1
IL2,hsa-miR-182-5p,1
IL4,hsa-miR-378-5p,1
IL6,hsa-let-7a-5p,1
IL6,hsa-let-7b-5p,1
IL6,hsa-miR-146b-5p,1
IL6,hsa-miR-148a-5p,-1
IL6,hsa-miR-152-5p,-1
IL6,hsa-miR-301a-5p,-1
IL6,hsa-miR-370-5p,-1
ILF2,hsa-miR-7-1-5p,-1
ILF3,hsa-miR-590-5p,-1
ILF3,hsa-miR-7-1-5p,-1
IRF1,hsa-miR-155-5p,-1
IRF1,hsa-miR-203-5p,1
IRF1,hsa-miR-29b-5p,1
IRF3,hsa-miR-155-5p,1
IRF3,hsa-miR-576-5p,1
IRF4,hsa-miR-155-5p,1
IL6,hsa-miR-301b-5p,-1
IL4,hsa-miR-29a-5p,-1
JUN,hsa-miR-23a-5p,1
KDM5B,hsa-miR-200b-5p,-1
KDM5B,hsa-miR-200c-5p,-1
KDM5B,hsa-miR-31-5p,-1
KDM5B,hsa-miR-429-5p,-1
KDM5B,hsa-miR-99b-5p,-1
KLF2,hsa-miR-126-5p,1
KLF2,hsa-miR-143-5p,1
KLF2,hsa-miR-145-5p,1
KLF2,hsa-miR-150-5p,1
KLF2,hsa-miR-23b-5p,1
KLF3,hsa-miR-182-5p,-1
KLF3,hsa-miR-23a-5p,-1
KLF3,hsa-miR-24-2-5p,-1
KLF3,hsa-miR-27a-5p,-1
KLF4,hsa-miR-1-2-5p,1
KLF4,hsa-miR-134-5p,-1
KLF4,hsa-miR-143-5p,-1
KDM5B,hsa-miR-200a-5p,-1
KDM5B,hsa-miR-141-5p,-1
KDM5B,hsa-miR-125a-5p,-1
KDM5B,hsa-let-7e-5p,-1
JUN,hsa-miR-23b-5p,-1
JUN,hsa-miR-25-5p,1
JUN,hsa-miR-31-5p,1
JUN,hsa-miR-3188-5p,-1
JUN,hsa-miR-320b-5p,-1
JUN,hsa-miR-378-5p,1
JUN,hsa-miR-429-5p,-1
JUN,hsa-miR-451-5p,1
JUN,hsa-miR-630-5p,-1
JUN,hsa-miR-93-5p,1
JUN,hsa-miR-224-5p,1
JUNB,hsa-miR-135b-5p,1
JUND,hsa-miR-29b-1-5p,1
KAT2B,hsa-miR-141-5p,-1
KAT2B,hsa-miR-200c-5p,-1
KDM1A,hsa-miR-200c-5p,-1
KDM1A,hsa-miR-568-5p,-1
KDM2A,hsa-miR-101-5p,-1
KDM2B,hsa-let-7b-5p,-1
KDM2B,hsa-miR-101-5p,-1
KDM4A,hsa-miR-34a-5p,-1
JUNB,hsa-miR-155-5p,1
IFNG,hsa-miR-145-5p,1
IFNG,hsa-miR-143-5p,1
IFNB1,hsa-miR-145-5p,1
HNF1A,hsa-miR-194-2-5p,1
ZIC1,hsa-miR-24-2-5p,-1
HNF4A,hsa-miR-101-2-5p,1
HNF4A,hsa-miR-1193-5p,1
HNF4A,hsa-miR-1197-5p,1
HNF4A,hsa-miR-122-5p,1
HNF4A,hsa-miR-124-5p,1
HNF4A,hsa-miR-124-1-5p,1
HNF4A,hsa-miR-134-5p,1
HNF4A,hsa-miR-150-5p,1
HNF4A,hsa-miR-154-5p,1
HNF4A,hsa-miR-182-5p,1
HNF4A,hsa-miR-183-5p,1
HNF4A,hsa-miR-192-5p,1
HNF4A,hsa-miR-194-5p,1
HNF4A,hsa-miR-194-2-5p,1
HNF4A,hsa-miR-200a-5p,1
HNF4A,hsa-miR-200b-5p,1
HNF1A,hsa-miR-194-5p,1
HIF1A,hsa-miR-372-5p,1
HIF1A,hsa-miR-373-5p,1
HIF1A,hsa-miR-376c-5p,1
HIF1A,hsa-miR-382-5p,1
HIF1A,hsa-miR-424-5p,1
HIF1A,hsa-miR-429-5p,1
HIF1A,hsa-miR-452-5p,1
HIF1A,hsa-miR-454-5p,1
HIF1A,hsa-miR-497-5p,1
HIF1A,hsa-miR-602-5p,1
HIF1A,hsa-miR-687-5p,1
HNF4A,hsa-miR-200c-5p,1
HIF1A,hsa-miR-96-5p,1
HLF,hsa-miR-132-5p,1
HMGA1,hsa-miR-101-2-5p,1
HMGA1,hsa-miR-196a-2-5p,1
HMGA1,hsa-miR-222-5p,1
HMGA1,hsa-miR-29a-5p,1
HMGA1,hsa-miR-331-5p,1
HNF1A,hsa-miR-122-5p,1
HNF1A,hsa-miR-192-5p,1
HNF4A,hsa-miR-299-5p,1
HNF4A,hsa-miR-323-5p,1
HNF4A,hsa-miR-329-1-5p,1
HNF4A,hsa-miR-656-5p,1
HNF4A,hsa-miR-668-5p,1
HNF4A,hsa-miR-7-2-5p,1
HNF4A,hsa-miR-758-5p,1
HNF4A,hsa-miR-889-5p,1
HNF4A,hsa-miR-96-5p,1
HOXA10,hsa-let-7a-5p,1
HOXA10,hsa-let-7c-5p,1
HOXA10,hsa-miR-100-5p,1
HOXA10,hsa-miR-125b-1-5p,1
HOXA10,hsa-miR-125b-2-5p,1
HNF4A,hsa-miR-655-5p,1
HOXA10,hsa-miR-99a-5p,1
HOXA9,hsa-miR-21-5p,1
HOXB7,hsa-miR-221-5p,1
HOXB7,hsa-miR-222-5p,1
HOXD10,hsa-miR-146a-5p,-1
HOXD10,hsa-miR-7-5p,1
HSF1,hsa-miR-135b-5p,1
HSF1,hsa-miR-432-5p,1
HSF2,hsa-miR-182-5p,1
HSF2,hsa-miR-183-5p,1
HSF2,hsa-miR-96-5p,1
IFNB1,hsa-miR-143-5p,1
HOXA9,hsa-miR-196b-5p,1
KLF4,hsa-miR-145-5p,-1
HNF4A,hsa-miR-654-5p,1
HNF4A,hsa-miR-543-5p,1
HNF4A,hsa-miR-329-2-5p,1
HNF4A,hsa-miR-34a-5p,1
HNF4A,hsa-miR-369-5p,1
HNF4A,hsa-miR-376a-5p,1
HNF4A,hsa-miR-376a-1-5p,1
HNF4A,hsa-miR-376b-5p,1
HNF4A,hsa-miR-376c-5p,1
HNF4A,hsa-miR-377-5p,1
HNF4A,hsa-miR-379-5p,1
HNF4A,hsa-miR-380-5p,1
HNF4A,hsa-miR-381-5p,1
HNF4A,hsa-miR-544-5p,1
HNF4A,hsa-miR-382-5p,1
HNF4A,hsa-miR-410-5p,1
HNF4A,hsa-miR-411-5p,1
HNF4A,hsa-miR-412-5p,1
HNF4A,hsa-miR-453-5p,1
HNF4A,hsa-miR-485-5p,1
HNF4A,hsa-miR-487a-5p,1
HNF4A,hsa-miR-487b-5p,1
HNF4A,hsa-miR-494-5p,1
HNF4A,hsa-miR-495-5p,1
HNF4A,hsa-miR-496-5p,1
HNF4A,hsa-miR-539-5p,1
HNF4A,hsa-miR-409-5p,1
KLF4,hsa-miR-150-5p,1
KLF4,hsa-miR-182-5p,1
MUC1,hsa-miR-200c-5p,-1
MXI1,hsa-miR-17-5p,-1
MXI1,hsa-miR-18a-5p,-1
MXI1,hsa-miR-19a-5p,-1
MXI1,hsa-miR-19b-1-5p,-1
MXI1,hsa-miR-20a-5p,-1
MXI1,hsa-miR-92a-1-5p,-1
MYB,hsa-miR-141-5p,1
MYB,hsa-miR-143-5p,1
MYB,hsa-miR-148a-5p,-1
MYB,hsa-miR-155-5p,1
MYB,hsa-miR-15a-5p,1
MYB,hsa-miR-200a-5p,1
MYB,hsa-miR-200b-5p,1
MYB,hsa-miR-200c-5p,1
MYB,hsa-miR-429-5p,1
MYB,hsa-miR-486-5p,1
MYC,hsa-let-7-5p,-1
MYC,hsa-let-7a-5p,-1
MYC,hsa-let-7a-1-5p,-1
MYC,hsa-let-7a-2-5p,-1
MYC,hsa-let-7b-5p,-1
MUC1,hsa-miR-141-5p,-1
MTA1,hsa-miR-22-5p,1
MNT,hsa-miR-92a-1-5p,-1
MNT,hsa-miR-20a-5p,-1
MITF,hsa-miR-204-5p,1
MITF,hsa-miR-221-5p,1
MYC,hsa-let-7c-5p,-1
MITF,hsa-miR-222-5p,-1
MITF,hsa-miR-363-5p,1
MNT,hsa-miR-17-5p,-1
MNT,hsa-miR-18a-5p,-1
MNT,hsa-miR-19a-5p,-1
MNT,hsa-miR-19b-1-5p,-1
MYC,hsa-let-7d-5p,-1
MYC,hsa-let-7e-5p,-1
MYC,hsa-miR-17-5p,1
MYC,hsa-miR-184-5p,-1
MYC,hsa-miR-18a-5p,1
MYC,hsa-miR-18b-5p,1
MYC,hsa-miR-195-5p,-1
MYC,hsa-miR-196a-1-5p,-1
MYC,hsa-miR-19a-5p,1
MYC,hsa-miR-19b-5p,1
MYC,hsa-miR-200c-5p,1
MYC,hsa-miR-20a-5p,1
MYC,hsa-miR-20b-5p,-1
MYC,hsa-miR-16-1-5p,-1
MYC,hsa-miR-16-5p,-1
MYC,hsa-let-7f-5p,-1
MYC,hsa-let-7f-1-5p,-1
MYC,hsa-let-7g-5p,-1
MYC,hsa-let-7i-5p,-1
MYC,hsa-miR-100-5p,-1
MYC,hsa-miR-101-5p,-1
MYC,hsa-miR-101-2-5p,-1
MYC,hsa-miR-106a-5p,1
MYC,hsa-miR-106b-5p,-1
MYC,hsa-miR-122-5p,-1
MYC,hsa-miR-125b-1-5p,-1
MYC,hsa-miR-130a-5p,1
MYC,hsa-miR-141-5p,1
MYC,hsa-miR-146a-5p,-1
MYC,hsa-miR-148a-5p,-1
MYC,hsa-miR-15-5p,-1
MYC,hsa-miR-15a-5p,-1
MEN1,hsa-miR-27b-5p,1
LEF1,hsa-miR-124-1-5p,1
LEF1,hsa-miR-124-2-5p,1
LEF1,hsa-miR-124-3-5p,1
LEF1,hsa-miR-150-5p,1
LEF1,hsa-miR-181a-2-5p,1
LEF1,hsa-miR-182-5p,1
LEF1,hsa-miR-183-5p,1
LEF1,hsa-miR-30e-5p,1
LEF1,hsa-miR-371-5p,1
LEF1,hsa-miR-372-5p,1
LEF1,hsa-miR-373-5p,1
LEF1,hsa-miR-96-5p,1
LIN28A,hsa-miR-107-5p,-1
LIN28A,hsa-miR-143-5p,-1
LIN28A,hsa-miR-150-5p,-1
LIN28A,hsa-miR-200c-5p,-1
LIN28A,hsa-miR-370-5p,-1
LIN28B,hsa-let-7a-5p,-1
LIN28B,hsa-let-7b-5p,-1
LIN28B,hsa-let-7c-5p,-1
LIN28B,hsa-let-7d-5p,-1
LIN28B,hsa-let-7e-5p,-1
LIN28B,hsa-let-7f-5p,-1
LAMTOR5,hsa-miR-503-5p,-1
KMT2A,hsa-miR-27b-5p,1
KMT2A,hsa-miR-27a-5p,1
KMT2A,hsa-miR-24-2-5p,1
KLF4,hsa-miR-183-5p,1
KLF4,hsa-miR-200a-5p,1
KLF4,hsa-miR-200b-5p,1
KLF4,hsa-miR-203-5p,1
KLF4,hsa-miR-206-5p,1
KLF4,hsa-miR-21-5p,1
KLF4,hsa-miR-31-5p,1
KLF4,hsa-miR-429-5p,1
KLF4,hsa-miR-544-5p,1
KLF4,hsa-miR-96-5p,1
LIN28B,hsa-let-7g-5p,-1
KLF5,hsa-miR-141-5p,1
KLF5,hsa-miR-200b-5p,1
KLF5,hsa-miR-200c-5p,1
KLF5,hsa-miR-429-5p,1
KLF8,hsa-miR-132-5p,-1
KLF8,hsa-miR-141-5p,-1
KLF9,hsa-miR-21-5p,-1
KMT2A,hsa-miR-146a-5p,1
KMT2A,hsa-miR-155-5p,1
KMT2A,hsa-miR-23a-5p,1
KMT2A,hsa-miR-23b-5p,1
KMT2A,hsa-miR-24-1-5p,1
KLF5,hsa-miR-200a-5p,1
LIN28B,hsa-let-7i-5p,-1
LMO2,hsa-miR-142-5p,-1
MECOM,hsa-miR-124-5p,-1
MECP2,hsa-miR-184-5p,-1
MEF2A,hsa-miR-1-1-5p,1
MEF2A,hsa-miR-1-2-5p,1
MEF2A,hsa-miR-23a-5p,1
MEF2A,hsa-miR-24-2-5p,1
MEF2A,hsa-miR-27a-5p,1
MEF2A,hsa-miR-424-5p,1
MEF2C,hsa-miR-424-5p,1
MEF2C,hsa-miR-503-5p,1
MEF2D,hsa-miR-1244-5p,-1
MEIS1,hsa-miR-196b-5p,1
MEIS1,hsa-miR-21-5p,1
MEN1,hsa-miR-23a-5p,1
MEN1,hsa-miR-23b-5p,1
